japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-08,IBARAKI,2021-12-25,24472.232421875,24470.83203125,24546.384765625,220.09452819824219,220.084716796875,220.95632934570312,11.6292142868042,11.626594543457031,48.769435882568359,24240.228515625,24238.83984375,24275.802734375,,,,,2021-12-14,0.006622314453125,0.12109375,,,茨城県
JP-08,IBARAKI,2021-12-26,24472.32421875,24470.857421875,24547.41796875,220.10090637207031,220.09063720703125,220.99873352050781,10.988922119140625,10.986372947692871,47.721050262451172,24240.982421875,24239.529296875,24277.908203125,,,,,2021-12-14,0.006378173828125,0.091796875,,,茨城県
JP-08,IBARAKI,2021-12-27,24472.39453125,24470.869140625,24547.646484375,220.10693359375,220.09626770019531,221.03590393066406,10.308469772338867,10.30601692199707,46.148761749267578,24241.783203125,24240.271484375,24279.830078125,,,,,2021-12-14,0.0060272216796875,0.0703125,,,茨城県
JP-08,IBARAKI,2021-12-28,24472.49609375,24470.91796875,24547.794921875,220.11250305175781,220.10147094726562,221.06948852539062,9.7466259002685547,9.7442541122436523,44.809921264648438,24242.53125,24240.966796875,24281.5625,,,,,2021-12-14,0.0055694580078125,0.1015625,,,茨城県
JP-08,IBARAKI,2021-12-29,24472.603515625,24470.978515625,24548.01171875,220.11758422851562,220.10623168945312,221.09970092773438,9.2610177993774414,9.2587203979492188,43.583248138427734,24243.140625,24241.53125,24283.046875,,,,,2021-12-14,0.0050811767578125,0.107421875,,,茨城県
JP-08,IBARAKI,2021-12-30,24472.70703125,24471.0390625,24548.42578125,220.12236022949219,220.1107177734375,221.1270751953125,8.8707075119018555,8.86846923828125,42.613487243652344,24243.6015625,24241.947265625,24284.306640625,,,,,2021-12-14,0.0047760009765625,0.103515625,,,茨城県
JP-08,IBARAKI,2021-12-31,24472.787109375,24471.08203125,24548.76171875,220.12699890136719,220.11509704589844,221.15211486816406,8.53230094909668,8.5301151275634766,41.738353729248047,24244.00390625,24242.314453125,24285.443359375,,,,,2021-12-14,0.004638671875,0.080078125,,,茨城県
JP-08,IBARAKI,2022-01-01,24472.857421875,24471.123046875,24557.91796875,220.13150024414062,220.11933898925781,221.2884521484375,8.1869287490844727,8.18478012084961,40.641941070556641,24244.404296875,24242.68359375,24295.509765625,,,,,2021-12-14,0.0045013427734375,0.0703125,,,茨城県
JP-08,IBARAKI,2022-01-02,24472.916015625,24471.150390625,24573.162109375,220.13584899902344,220.12345886230469,221.50782775878906,7.7191262245178223,7.71703577041626,38.778594970703125,24244.9296875,24243.1796875,24312.404296875,,,,,2021-12-14,0.0043487548828125,0.05859375,,,茨城県
JP-08,IBARAKI,2022-01-03,24472.962890625,24471.17578125,24594.591796875,220.13996887207031,220.12734985351562,221.80943298339844,7.226254940032959,7.2242259979248047,36.642814636230469,24245.486328125,24243.71484375,24335.744140625,,,,,2021-12-14,0.004119873046875,0.046875,,,茨城県
JP-08,IBARAKI,2022-01-04,24473.037109375,24471.2265625,24621.640625,220.143798828125,220.1309814453125,222.18051147460938,6.8176369667053223,6.81564474105835,34.8165283203125,24246.0078125,24244.212890625,24364.404296875,,,,,2021-12-14,0.0038299560546875,0.07421875,,,茨城県
JP-08,IBARAKI,2022-01-05,24473.115234375,24471.291015625,24653.328125,220.14732360839844,220.13430786132812,222.60594177246094,6.4763565063476562,6.4743814468383789,33.245296478271484,24246.43359375,24244.623046875,24397.265625,,,,,2021-12-14,0.0035247802734375,0.078125,,,茨城県
JP-08,IBARAKI,2022-01-06,24473.193359375,24471.349609375,24683.70703125,220.15065002441406,220.137451171875,223.01039123535156,6.2057795524597168,6.2038140296936035,31.993663787841797,24246.755859375,24244.927734375,24428.40234375,,,,,2021-12-14,0.003326416015625,0.078125,,,茨城県
JP-08,IBARAKI,2022-01-07,24473.259765625,24471.40234375,24715.095703125,220.15390014648438,220.14051818847656,223.42558288574219,5.9726648330688477,5.9707021713256836,30.890266418457031,24247.0390625,24245.197265625,24460.43359375,,,,,2021-12-14,0.0032501220703125,0.06640625,,,茨城県
JP-08,IBARAKI,2022-01-08,24473.31640625,24471.4453125,24737.865234375,220.15705871582031,220.14352416992188,223.73037719726562,5.7345700263977051,5.7326345443725586,29.768617630004883,24247.3203125,24245.46484375,24483.9765625,,,,,2021-12-14,0.0031585693359375,0.056640625,,,茨城県
JP-08,IBARAKI,2022-01-09,24473.36328125,24471.48046875,24750.298828125,220.16012573242188,220.14646911621094,223.9085693359375,5.4111595153808594,5.4093031883239746,28.215545654296875,24247.6875,24245.8203125,24497.7890625,,,,,2021-12-14,0.0030670166015625,0.046875,,,茨城県
JP-08,IBARAKI,2022-01-10,24473.404296875,24471.5078125,24756.640625,220.16304016113281,220.14927673339844,224.01084899902344,5.071354866027832,5.0695962905883789,26.568960189819336,24248.08203125,24246.201171875,24505.732421875,,,,,2021-12-14,0.0029144287109375,0.041015625,,,茨城県
JP-08,IBARAKI,2022-01-11,24473.466796875,24471.55859375,24754.345703125,220.16575622558594,220.15190124511719,223.99986267089844,4.7963223457336426,4.7946553230285645,25.26594352722168,24248.44921875,24246.556640625,24504.876953125,,,,,2021-12-14,0.002716064453125,0.0625,,,茨城県
JP-09,TOCHIGI,2021-11-17,,,,,,,,,,,,,15474,117,16,15341,2021-12-14,,,,,栃木県
JP-09,TOCHIGI,2021-11-18,,,,,,,,,,,,,15476,117,18,15341,2021-12-14,,,0,2,栃木県
JP-09,TOCHIGI,2021-11-19,,,,,,,,,,,,,15478,117,17,15344,2021-12-14,,,0,2,栃木県
JP-09,TOCHIGI,2021-11-20,,,,,,,,,,,,,15478,117,15,15346,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-11-21,,,,,,,,,,,,,15478,117,14,15347,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-11-22,,,,,,,,,,,,,15478,117,14,15347,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-11-23,,,,,,,,,,,,,15479,117,15,15347,2021-12-14,,,0,1,栃木県
JP-09,TOCHIGI,2021-11-24,,,,,,,,,,,,,15479,117,13,15349,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-11-25,,,,,,,,,,,,,15479,117,11,15351,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-11-26,,,,,,,,,,,,,15479,117,4,15358,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-11-27,,,,,,,,,,,,,15479,117,4,15358,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-11-28,,,,,,,,,,,,,15479,117,3,15359,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-11-29,,,,,,,,,,,,,15479,117,2,15360,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-11-30,,,,,,,,,,,,,15482,117,5,15360,2021-12-14,,,0,3,栃木県
JP-09,TOCHIGI,2021-12-01,,,,,,,,,,,,,15483,117,6,15360,2021-12-14,,,0,1,栃木県
JP-09,TOCHIGI,2021-12-02,,,,,,,,,,,,,15485,117,6,15362,2021-12-14,,,0,2,栃木県
JP-09,TOCHIGI,2021-12-03,,,,,,,,,,,,,15487,117,7,15363,2021-12-14,,,0,2,栃木県
JP-09,TOCHIGI,2021-12-04,,,,,,,,,,,,,15490,117,9,15364,2021-12-14,,,0,3,栃木県
JP-09,TOCHIGI,2021-12-05,,,,,,,,,,,,,15491,117,10,15364,2021-12-14,,,0,1,栃木県
JP-09,TOCHIGI,2021-12-06,,,,,,,,,,,,,15492,117,11,15364,2021-12-14,,,0,1,栃木県
JP-09,TOCHIGI,2021-12-07,,,,,,,,,,,,,15497,117,16,15364,2021-12-14,,,0,5,栃木県
JP-09,TOCHIGI,2021-12-08,,,,,,,,,,,,,15497,117,16,15364,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-12-09,,,,,,,,,,,,,15499,117,16,15366,2021-12-14,,,0,2,栃木県
JP-09,TOCHIGI,2021-12-10,,,,,,,,,,,,,15501,117,18,15366,2021-12-14,,,0,2,栃木県
JP-09,TOCHIGI,2021-12-11,,,,,,,,,,,,,15501,117,18,15366,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-12-12,,,,,,,,,,,,,15502,117,15,15370,2021-12-14,,,0,1,栃木県
JP-09,TOCHIGI,2021-12-13,,,,,,,,,,,,,15502,117,11,15374,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-12-14,,,,,,,,,,,,,15502,117,9,15376,2021-12-14,,,0,0,栃木県
JP-09,TOCHIGI,2021-12-15,15502,15502,15509.7861328125,117.00495910644531,117.00419616699219,117.07733154296875,8.2287750244140625,8.2285137176513672,12.075674057006836,15376.765625,15376.6376953125,15380.6337890625,,,,,2021-12-14,0.0049591064453125,0,,,栃木県
JP-09,TOCHIGI,2021-12-16,15502.0048828125,15502,15517.9150390625,117.00947570800781,117.00801849365234,117.1646728515625,7.5897812843322754,7.5893149375915527,14.316208839416504,15377.400390625,15377.1572265625,15386.4248046875,,,,,2021-12-14,0.0045166015625,0.0048828125,,,栃木県
JP-09,TOCHIGI,2021-12-17,15502.015625,15502,15525.3203125,117.01366424560547,117.0115966796875,117.24920654296875,7.0270118713378906,7.0264058113098145,15.897831916809082,15377.9619140625,15377.615234375,15392.1513671875,,,,,2021-12-14,0.00418853759765625,0.0107421875,,,栃木県
JP-09,TOCHIGI,2021-12-18,15502.02734375,15502,15531.236328125,117.01756286621094,117.01494598388672,117.32201385498047,6.5008354187011719,6.5001306533813477,16.910451889038086,15378.48828125,15378.046875,15396.962890625,,,,,2021-12-14,0.00389862060546875,0.01171875,,,栃木県
JP-09,TOCHIGI,2021-12-19,15502.0390625,15502,15535.638671875,117.02119445800781,117.01808166503906,117.38312530517578,5.9458088874816895,5.9450473785400391,17.282968521118164,15379.044921875,15378.521484375,15400.9140625,,,,,2021-12-14,0.003631591796875,0.01171875,,,栃木県
JP-09,TOCHIGI,2021-12-20,15502.05078125,15502,15538.908203125,117.02455139160156,117.02098083496094,117.43453979492188,5.4170980453491211,5.4163093566894531,17.237606048583984,15379.580078125,15378.98046875,15404.166015625,,,,,2021-12-14,0.00335693359375,0.01171875,,,栃木県
JP-09,TOCHIGI,2021-12-21,15502.064453125,15502,15542.14453125,117.02761840820312,117.02364349365234,117.48638916015625,4.9461779594421387,4.9453792572021484,16.961563110351562,15380.068359375,15379.3984375,15407.638671875,,,,,2021-12-14,0.0030670166015625,0.013671875,,,栃木県
JP-09,TOCHIGI,2021-12-22,15502.0771484375,15502,15545.724609375,117.0303955078125,117.02606201171875,117.54158782958984,4.536196231842041,4.5353975296020508,16.560354232788086,15380.4912109375,15379.76171875,15411.5693359375,,,,,2021-12-14,0.002777099609375,0.0126953125,,,栃木県
JP-09,TOCHIGI,2021-12-23,15502.0908203125,15502,15547.185546875,117.03293609619141,117.02827453613281,117.57369232177734,4.1901130676269531,4.189323902130127,16.140850067138672,15380.84375,15380.0576171875,15413.4052734375,,,,,2021-12-14,0.00254058837890625,0.013671875,,,栃木県
JP-09,TOCHIGI,2021-12-24,15502.1025390625,15502,15547.6455078125,117.03530120849609,117.03034210205078,117.59500885009766,3.8841969966888428,3.8834240436553955,15.669895172119141,15381.15625,15380.3203125,15414.302734375,,,,,2021-12-14,0.0023651123046875,0.01171875,,,栃木県
JP-09,TOCHIGI,2021-12-25,15502.11328125,15502,15547.9111328125,117.03750610351562,117.03228759765625,117.61403656005859,3.5966305732727051,3.5958800315856934,15.099343299865723,15381.44921875,15380.5693359375,15415.10546875,,,,,2021-12-14,0.00220489501953125,0.0107421875,,,栃木県
JP-09,TOCHIGI,2021-12-26,15502.125,15502,15547.9326171875,117.03955841064453,117.03409576416016,117.63127136230469,3.2926638126373291,3.2919487953186035,14.30893611907959,15381.759765625,15380.837890625,15415.892578125,,,,,2021-12-14,0.00205230712890625,0.01171875,,,栃木県
JP-09,TOCHIGI,2021-12-27,15502.134765625,15502,15547.7236328125,117.04145812988281,117.03578948974609,117.64572143554688,3.0036587715148926,3.0029830932617188,13.45216178894043,15382.05859375,15381.1005859375,15416.525390625,,,,,2021-12-14,0.00189971923828125,0.009765625,,,栃木県
JP-09,TOCHIGI,2021-12-28,15502.14453125,15502,15546.958984375,117.04319763183594,117.03733062744141,117.65331268310547,2.7495925426483154,2.7489554882049561,12.644947052001953,15382.330078125,15381.33984375,15416.58984375,,,,,2021-12-14,0.001739501953125,0.009765625,,,栃木県
JP-09,TOCHIGI,2021-12-29,15502.1552734375,15502,15548.85546875,117.04476165771484,117.03872680664062,117.68749237060547,2.5260329246520996,2.5254285335540771,11.882684707641602,15382.56640625,15381.5458984375,15419.2275390625,,,,,2021-12-14,0.00156402587890625,0.0107421875,,,栃木県
JP-09,TOCHIGI,2021-12-30,15502.162109375,15502,15550.83984375,117.04618835449219,117.03999328613281,117.72087860107422,2.3350362777709961,2.3344616889953613,11.204660415649414,15382.7626953125,15381.716796875,15421.849609375,,,,,2021-12-14,0.00142669677734375,0.0068359375,,,栃木県
JP-09,TOCHIGI,2021-12-31,15502.171875,15502,15552.798828125,117.04751586914062,117.04116821289062,117.75387573242188,2.1658918857574463,2.1653451919555664,10.576143264770508,15382.9375,15381.8671875,15424.396484375,,,,,2021-12-14,0.0013275146484375,0.009765625,,,栃木県
JP-09,TOCHIGI,2022-01-01,15502.1796875,15502,15555.359375,117.04875946044922,117.04228210449219,117.79278564453125,2.0065064430236816,2.0059878826141357,9.94826889038086,15383.1015625,15382.0107421875,15427.5380859375,,,,,2021-12-14,0.00124359130859375,0.0078125,,,栃木県
JP-09,TOCHIGI,2022-01-02,15502.185546875,15502,15558.96484375,117.04991912841797,117.04331207275391,117.84231567382812,1.8379201889038086,1.8374338150024414,9.2333049774169922,15383.2744140625,15382.166015625,15431.8037109375,,,,,2021-12-14,0.00115966796875,0.005859375,,,栃木県
JP-09,TOCHIGI,2022-01-03,15502.1923828125,15502,15562.958984375,117.05099487304688,117.04428100585938,117.89532470703125,1.677910327911377,1.6774563789367676,8.5270938873291016,15383.44140625,15382.3154296875,15436.4541015625,,,,,2021-12-14,0.00107574462890625,0.0068359375,,,栃木県
JP-09,TOCHIGI,2022-01-04,15502.201171875,15502,15567.4814453125,117.05197906494141,117.045166015625,117.95292663574219,1.5386478900909424,1.5382226705551147,7.8981685638427734,15383.5947265625,15382.453125,15441.5732421875,,,,,2021-12-14,0.00098419189453125,0.0087890625,,,栃木県
JP-09,TOCHIGI,2022-01-05,15502.20703125,15502,15570.1123046875,117.05286407470703,117.04595947265625,117.98976135253906,1.4153913259506226,1.4149936437606812,7.3333373069763184,15383.7265625,15382.572265625,15444.744140625,,,,,2021-12-14,0.000885009765625,0.005859375,,,栃木県
JP-09,TOCHIGI,2022-01-06,15502.21484375,15502,15572.21484375,117.05367279052734,117.04669189453125,118.01982116699219,1.3092019557952881,1.3088288307189941,6.8400206565856934,15383.837890625,15382.6708984375,15447.3056640625,,,,,2021-12-14,0.0008087158203125,0.0078125,,,栃木県
JP-09,TOCHIGI,2022-01-07,15502.220703125,15502,15574.26171875,117.05442810058594,117.04737854003906,118.04879760742188,1.2150713205337524,1.2147204875946045,6.3953843116760254,15383.9365234375,15382.7578125,15449.7626953125,,,,,2021-12-14,0.00075531005859375,0.005859375,,,栃木県
JP-09,TOCHIGI,2022-01-08,15502.224609375,15502,15576.08203125,117.05513000488281,117.04801940917969,118.07473754882812,1.1261974573135376,1.125868558883667,5.9669628143310547,15384.0283203125,15382.83984375,15451.9794921875,,,,,2021-12-14,0.000701904296875,0.00390625,,,栃木県
JP-09,TOCHIGI,2022-01-09,15502.2314453125,15502,15576.626953125,117.0557861328125,117.04862213134766,118.08705139160156,1.0321524143218994,1.0318485498428345,5.5024824142456055,15384.126953125,15382.9296875,15452.9736328125,,,,,2021-12-14,0.0006561279296875,0.0068359375,,,栃木県
JP-09,TOCHIGI,2022-01-10,15502.236328125,15502,15576.2978515625,117.056396484375,117.04918670654297,118.08994293212891,0.94308263063430786,0.94280332326889038,5.0563240051269531,15384.220703125,15383.015625,15453.0908203125,,,,,2021-12-14,0.0006103515625,0.0048828125,,,栃木県
JP-09,TOCHIGI,2022-01-11,15502.240234375,15502,15575.0869140625,117.05695343017578,117.04969787597656,118.08289337158203,0.86645662784576416,0.86619895696640015,4.6701779365539551,15384.306640625,15383.0927734375,15452.2919921875,,,,,2021-12-14,0.00055694580078125,0.00390625,,,栃木県
JP-10,GUNMA,2021-11-17,,,,,,,,,,,,,16830,176,22,16632,2021-12-14,,,,,群馬県
JP-10,GUNMA,2021-11-18,,,,,,,,,,,,,16837,176,24,16637,2021-12-14,,,0,7,群馬県
JP-10,GUNMA,2021-11-19,,,,,,,,,,,,,16842,176,27,16639,2021-12-14,,,0,5,群馬県
JP-10,GUNMA,2021-11-20,,,,,,,,,,,,,16844,176,27,16641,2021-12-14,,,0,2,群馬県
JP-10,GUNMA,2021-11-21,,,,,,,,,,,,,16847,176,27,16644,2021-12-14,,,0,3,群馬県
JP-10,GUNMA,2021-11-22,,,,,,,,,,,,,16847,176,24,16647,2021-12-14,,,0,0,群馬県
JP-10,GUNMA,2021-11-23,,,,,,,,,,,,,16847,176,24,16647,2021-12-14,,,0,0,群馬県
JP-10,GUNMA,2021-11-24,,,,,,,,,,,,,16848,176,23,16649,2021-12-14,,,0,1,群馬県
JP-10,GUNMA,2021-11-25,,,,,,,,,,,,,16851,176,23,16652,2021-12-14,,,0,3,群馬県
JP-10,GUNMA,2021-11-26,,,,,,,,,,,,,16854,176,23,16655,2021-12-14,,,0,3,群馬県
JP-10,GUNMA,2021-11-27,,,,,,,,,,,,,16862,176,28,16658,2021-12-14,,,0,8,群馬県
JP-10,GUNMA,2021-11-28,,,,,,,,,,,,,16863,176,24,16663,2021-12-14,,,0,1,群馬県
JP-10,GUNMA,2021-11-29,,,,,,,,,,,,,16868,176,27,16665,2021-12-14,,,0,5,群馬県
JP-10,GUNMA,2021-11-30,,,,,,,,,,,,,16882,176,39,16667,2021-12-14,,,0,14,群馬県
JP-10,GUNMA,2021-12-01,,,,,,,,,,,,,16896,176,52,16668,2021-12-14,,,0,14,群馬県
JP-10,GUNMA,2021-12-02,,,,,,,,,,,,,16906,176,58,16672,2021-12-14,,,0,10,群馬県
JP-10,GUNMA,2021-12-03,,,,,,,,,,,,,16917,176,57,16684,2021-12-14,,,0,11,群馬県
JP-10,GUNMA,2021-12-04,,,,,,,,,,,,,16923,176,62,16685,2021-12-14,,,0,6,群馬県
JP-10,GUNMA,2021-12-05,,,,,,,,,,,,,16953,176,85,16692,2021-12-14,,,0,30,群馬県
JP-10,GUNMA,2021-12-06,,,,,,,,,,,,,16954,176,83,16695,2021-12-14,,,0,1,群馬県
JP-10,GUNMA,2021-12-07,,,,,,,,,,,,,16961,176,82,16703,2021-12-14,,,0,7,群馬県
JP-10,GUNMA,2021-12-08,,,,,,,,,,,,,16974,176,93,16705,2021-12-14,,,0,13,群馬県
JP-10,GUNMA,2021-12-09,,,,,,,,,,,,,16990,176,97,16717,2021-12-14,,,0,16,群馬県
JP-10,GUNMA,2021-12-10,,,,,,,,,,,,,17002,176,95,16731,2021-12-14,,,0,12,群馬県
JP-10,GUNMA,2021-12-11,,,,,,,,,,,,,17002,176,95,16731,2021-12-14,,,0,0,群馬県
JP-10,GUNMA,2021-12-12,,,,,,,,,,,,,17028,176,109,16743,2021-12-14,,,0,26,群馬県
JP-10,GUNMA,2021-12-13,,,,,,,,,,,,,17036,176,112,16748,2021-12-14,,,0,8,群馬県
JP-10,GUNMA,2021-12-14,,,,,,,,,,,,,17053,176,99,16778,2021-12-14,,,0,17,群馬県
JP-10,GUNMA,2021-12-15,17074.21875,17074.078125,17128.59375,176.05564880371094,176.05451965332031,176.15582275390625,102.21723175048828,102.21388244628906,149.74884033203125,16786.34765625,16786.208984375,16790.28125,,,,,2021-12-14,0.0556488037109375,21.21875,,,群馬県
JP-10,GUNMA,2021-12-16,17095.80859375,17095.53125,17207.078125,176.13563537597656,176.13346862792969,176.32643127441406,105.16875457763672,105.16224670410156,198.12852478027344,16795.091796875,16794.82421875,16802.537109375,,,,,2021-12-14,0.079986572265625,21.58984375,,,群馬県
JP-10,GUNMA,2021-12-17,17110.869140625,17110.4765625,17275.447265625,176.24089050292969,176.23779296875,176.52276611328125,107.65711975097656,107.64760589599609,243.34187316894531,16804.67578125,16804.296875,16815.87109375,,,,,2021-12-14,0.105255126953125,15.060546875,,,群馬県
JP-10,GUNMA,2021-12-18,17122.61328125,17122.10546875,17333.841796875,176.35444641113281,176.35050964355469,176.72914123535156,107.50311279296875,107.49110412597656,279.4012451171875,16814.8203125,16814.337890625,16830.083984375,,,,,2021-12-14,0.113555908203125,11.744140625,,,群馬県
JP-10,GUNMA,2021-12-19,17131.626953125,17131.02734375,17380.16015625,176.47177124023438,176.46705627441406,176.93446350097656,106.04473876953125,106.03077697753906,308.00396728515625,16826.310546875,16825.73828125,16845.509765625,,,,,2021-12-14,0.1173248291015625,9.013671875,,,群馬県
JP-10,GUNMA,2021-12-20,17139.140625,17138.455078125,17418.615234375,176.58584594726562,176.58041381835938,177.13078308105469,105.75236511230469,105.73660278320312,336.29296875,16838.01953125,16837.361328125,16860.919921875,,,,,2021-12-14,0.11407470703125,7.513671875,,,群馬県
JP-10,GUNMA,2021-12-21,17147.662109375,17146.90234375,17460.498046875,176.69013977050781,176.68408203125,177.30641174316406,111.6719970703125,111.65343475341797,382.67031860351562,16849.298828125,16848.56640625,16875.33203125,,,,,2021-12-14,0.1042938232421875,8.521484375,,,群馬県
JP-10,GUNMA,2021-12-22,17157.349609375,17156.51953125,17499.23046875,176.77645874023438,176.76982116699219,177.45703125,112.97685241699219,112.95632171630859,412.20645141601562,16859.716796875,16858.91796875,16888.560546875,,,,,2021-12-14,0.0863189697265625,9.6875,,,群馬県
JP-10,GUNMA,2021-12-23,17167.29296875,17166.400390625,17533.96875,176.85807800292969,176.85092163085938,177.60087585449219,110.47938537597656,110.45787811279297,425.22390747070312,16869.11328125,16868.251953125,16900.802734375,,,,,2021-12-14,0.0816192626953125,9.943359375,,,群馬県
JP-10,GUNMA,2021-12-24,17174.3125,17173.357421875,17557.3125,176.94554138183594,176.93792724609375,177.74092102050781,107.66519165039062,107.64307403564453,433.90585327148438,16878.240234375,16877.3203125,16912.248046875,,,,,2021-12-14,0.08746337890625,7.01953125,,,群馬県
JP-10,GUNMA,2021-12-25,17179.845703125,17178.841796875,17571.326171875,177.03298950195312,177.02497863769531,177.87037658691406,103.58902740478516,103.56678009033203,434.43563842773438,16887.3125,16886.345703125,16923.033203125,,,,,2021-12-14,0.0874481201171875,5.533203125,,,群馬県
