japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-06,YAMAGATA,2021-12-04,,,,,,,,,,,,,3596,56,41,3499,2021-12-14,,,0,3,山形県
JP-06,YAMAGATA,2021-12-05,,,,,,,,,,,,,3598,56,40,3502,2021-12-14,,,0,2,山形県
JP-06,YAMAGATA,2021-12-06,,,,,,,,,,,,,3604,56,45,3503,2021-12-14,,,0,6,山形県
JP-06,YAMAGATA,2021-12-07,,,,,,,,,,,,,3604,56,40,3508,2021-12-14,,,0,0,山形県
JP-06,YAMAGATA,2021-12-08,,,,,,,,,,,,,3604,56,35,3513,2021-12-14,,,0,0,山形県
JP-06,YAMAGATA,2021-12-09,,,,,,,,,,,,,3604,56,26,3522,2021-12-14,,,0,0,山形県
JP-06,YAMAGATA,2021-12-10,,,,,,,,,,,,,3604,56,23,3525,2021-12-14,,,0,0,山形県
JP-06,YAMAGATA,2021-12-11,,,,,,,,,,,,,3604,56,23,3525,2021-12-14,,,0,0,山形県
JP-06,YAMAGATA,2021-12-12,,,,,,,,,,,,,3604,56,11,3537,2021-12-14,,,0,0,山形県
JP-06,YAMAGATA,2021-12-13,,,,,,,,,,,,,3604,56,5,3543,2021-12-14,,,0,0,山形県
JP-06,YAMAGATA,2021-12-14,,,,,,,,,,,,,3604,56,3,3545,2021-12-14,,,0,0,山形県
JP-06,YAMAGATA,2021-12-15,3604,3604,3608.754638671875,56.00421142578125,56.00384521484375,56.088314056396484,2.8219962120056152,2.8218991756439209,4.1084837913513184,3545.173583984375,3545.14404296875,3548.557861328125,,,,,2021-12-14,0.00421142578125,0,,,山形県
JP-06,YAMAGATA,2021-12-16,3604.021484375,3604,3614.109130859375,56.008159637451172,56.0074577331543,56.194427490234375,2.693509578704834,2.6933259963989258,5.0092415809631348,3545.300048828125,3545.24462890625,3552.87548828125,,,,,2021-12-14,0.003948211669921875,0.021484375,,,山形県
JP-06,YAMAGATA,2021-12-17,3604.055908203125,3604,3619.9189453125,56.011985778808594,56.010982513427734,56.314277648925781,2.5851759910583496,2.5849149227142334,5.73183536529541,3545.4111328125,3545.332275390625,3557.79052734375,,,,,2021-12-14,0.003826141357421875,0.034423828125,,,山形県
JP-06,YAMAGATA,2021-12-18,3604.096435546875,3604,3625.75341796875,56.0157356262207,56.014457702636719,56.437641143798828,2.4795591831207275,2.4792318344116211,6.2854032516479492,3545.5234375,3545.423583984375,3562.88037109375,,,,,2021-12-14,0.003749847412109375,0.04052734375,,,山形県
JP-06,YAMAGATA,2021-12-19,3604.13916015625,3604.0185546875,3630.88916015625,56.019416809082031,56.017890930175781,56.549762725830078,2.3384897708892822,2.3381156921386719,6.5950546264648438,3545.67626953125,3545.5576171875,3567.52392578125,,,,,2021-12-14,0.003681182861328125,0.042724609375,,,山形県
JP-06,YAMAGATA,2021-12-20,3604.18212890625,3604.04443359375,3635.48095703125,56.022983551025391,56.0212287902832,56.652732849121094,2.1909923553466797,2.1905868053436279,6.7401447296142578,3545.84423828125,3545.70849609375,3571.8076171875,,,,,2021-12-14,0.003566741943359375,0.04296875,,,山形県
JP-06,YAMAGATA,2021-12-21,3604.22998046875,3604.076416015625,3638.547119140625,56.026386260986328,56.024433135986328,56.722572326660156,2.0794553756713867,2.0790276527404785,6.8880863189697266,3546.004150390625,3545.852783203125,3574.64697265625,,,,,2021-12-14,0.0034027099609375,0.0478515625,,,山形県
JP-06,YAMAGATA,2021-12-22,3604.2783203125,3604.1103515625,3640.253662109375,56.029609680175781,56.027473449707031,56.7622184753418,1.9924194812774658,1.9919776916503906,7.0349225997924805,3546.13671875,3545.97119140625,3576.15185546875,,,,,2021-12-14,0.003223419189453125,0.04833984375,,,山形県
JP-06,YAMAGATA,2021-12-23,3604.324951171875,3604.143798828125,3640.918212890625,56.032695770263672,56.030399322509766,56.778644561767578,1.9179118871688843,1.91746187210083,7.1583776473999023,3546.238037109375,3546.0595703125,3576.6162109375,,,,,2021-12-14,0.003086090087890625,0.046630859375,,,山形県
JP-06,YAMAGATA,2021-12-24,3604.36962890625,3604.1767578125,3640.299072265625,56.035728454589844,56.033290863037109,56.767429351806641,1.8531805276870728,1.852729320526123,7.2650227546691895,3546.32958984375,3546.1396484375,3575.843505859375,,,,,2021-12-14,0.003032684326171875,0.044677734375,,,山形県
JP-06,YAMAGATA,2021-12-25,3604.412353515625,3604.20849609375,3638.867431640625,56.038711547851562,56.036151885986328,56.739719390869141,1.7857509851455688,1.7853052616119385,7.31052303314209,3546.421875,3546.22119140625,3574.334228515625,,,,,2021-12-14,0.00298309326171875,0.042724609375,,,山形県
JP-06,YAMAGATA,2021-12-26,3604.4521484375,3604.238525390625,3637.822998046875,56.0416374206543,56.038967132568359,56.723129272460938,1.6918562650680542,1.6914231777191162,7.1870832443237305,3546.54296875,3546.332763671875,3573.384521484375,,,,,2021-12-14,0.002925872802734375,0.039794921875,,,山形県
JP-06,YAMAGATA,2021-12-27,3604.48974609375,3604.267333984375,3636.82666015625,56.044467926025391,56.041694641113281,56.708736419677734,1.5946887731552124,1.5942714214324951,6.9955306053161621,3546.674560546875,3546.45556640625,3572.576416015625,,,,,2021-12-14,0.00283050537109375,0.03759765625,,,山形県
JP-06,YAMAGATA,2021-12-28,3604.529541015625,3604.299560546875,3636.2763671875,56.047157287597656,56.044292449951172,56.703178405761719,1.5341233015060425,1.5337119102478027,6.9187483787536621,3546.79931640625,3546.57275390625,3572.1796875,,,,,2021-12-14,0.002689361572265625,0.039794921875,,,山形県
JP-06,YAMAGATA,2021-12-29,3604.568603515625,3604.331787109375,3636.35107421875,56.049686431884766,56.046733856201172,56.710201263427734,1.4837474822998047,1.483338475227356,6.85182523727417,3546.90283203125,3546.66943359375,3572.357177734375,,,,,2021-12-14,0.002529144287109375,0.0390625,,,山形県
JP-06,YAMAGATA,2021-12-30,3604.60595703125,3604.36328125,3636.356689453125,56.052093505859375,56.049064636230469,56.714935302734375,1.433210015296936,1.4328055381774902,6.758354663848877,3546.982666015625,3546.7431640625,3572.4228515625,,,,,2021-12-14,0.002407073974609375,0.037353515625,,,山形県
JP-06,YAMAGATA,2021-12-31,3604.6416015625,3604.39306640625,3637.0556640625,56.054450988769531,56.051345825195312,56.734714508056641,1.3882026672363281,1.3877973556518555,6.6629238128662109,3547.0546875,3546.809814453125,3573.168212890625,,,,,2021-12-14,0.00235748291015625,0.03564453125,,,山形県
JP-06,YAMAGATA,2022-01-01,3604.675537109375,3604.42138671875,3638.008056640625,56.0567626953125,56.0535888671875,56.760322570800781,1.3397853374481201,1.3393815755844116,6.5293922424316406,3547.126953125,3546.876708984375,3574.195068359375,,,,,2021-12-14,0.00231170654296875,0.033935546875,,,山形県
JP-06,YAMAGATA,2022-01-02,3604.706787109375,3604.448486328125,3638.472412109375,56.059028625488281,56.055793762207031,56.777542114257812,1.2712166309356689,1.2708238363265991,6.2813816070556641,3547.220458984375,3546.966064453125,3574.86865234375,,,,,2021-12-14,0.00226593017578125,0.03125,,,山形県
JP-06,YAMAGATA,2022-01-03,3604.736328125,3604.473876953125,3638.788818359375,56.061214447021484,56.05792236328125,56.792324066162109,1.200498104095459,1.2001191377639771,6.0052628517150879,3547.32177734375,3547.06298828125,3575.45068359375,,,,,2021-12-14,0.002185821533203125,0.029541015625,,,山形県
JP-06,YAMAGATA,2022-01-04,3604.767822265625,3604.501708984375,3638.919921875,56.063289642333984,56.0599479675293,56.801490783691406,1.1598565578460693,1.1594835519790649,5.8669185638427734,3547.417724609375,3547.155517578125,3575.7978515625,,,,,2021-12-14,0.0020751953125,0.031494140625,,,山形県
JP-06,YAMAGATA,2022-01-05,3604.798095703125,3604.529052734375,3638.4189453125,56.065235137939453,56.061851501464844,56.795742034912109,1.1251176595687866,1.1247520446777344,5.7517790794372559,3547.497314453125,3547.23193359375,3575.471923828125,,,,,2021-12-14,0.00194549560546875,0.0302734375,,,山形県
JP-06,YAMAGATA,2022-01-06,3604.827880859375,3604.5556640625,3637.73388671875,56.067085266113281,56.063663482666016,56.785057067871094,1.0880057811737061,1.0876495838165283,5.6162753105163574,3547.55908203125,3547.29052734375,3574.917236328125,,,,,2021-12-14,0.001850128173828125,0.02978515625,,,山形県
JP-06,YAMAGATA,2022-01-07,3604.855712890625,3604.58056640625,3636.383544921875,56.068897247314453,56.065448760986328,56.759750366210938,1.0546860694885254,1.0543423891067505,5.4956779479980469,3547.614501953125,3547.343017578125,3573.69482421875,,,,,2021-12-14,0.001811981201171875,0.02783203125,,,山形県
JP-06,YAMAGATA,2022-01-08,3604.882080078125,3604.60400390625,3634.766357421875,56.070674896240234,56.067207336425781,56.728858947753906,1.0184599161148071,1.0181303024291992,5.3536601066589355,3547.670166015625,3547.39599609375,3572.2275390625,,,,,2021-12-14,0.00177764892578125,0.0263671875,,,山形県
JP-06,YAMAGATA,2022-01-09,3604.90673828125,3604.62646484375,3633.127685546875,56.072414398193359,56.068927764892578,56.699142456054688,0.96686875820159912,0.96655809879302979,5.1229071617126465,3547.741943359375,3547.4658203125,3570.836669921875,,,,,2021-12-14,0.001739501953125,0.024658203125,,,山形県
JP-06,YAMAGATA,2022-01-10,3604.9296875,3604.6474609375,3631.560546875,56.074092864990234,56.070587158203125,56.67144775390625,0.91375982761383057,0.9134681224822998,4.876154899597168,3547.819580078125,3547.541015625,3569.552001953125,,,,,2021-12-14,0.001678466796875,0.02294921875,,,山形県
JP-06,YAMAGATA,2022-01-11,3604.954345703125,3604.670166015625,3629.95458984375,56.075691223144531,56.072170257568359,56.641819000244141,0.88434118032455444,0.88406157493591309,4.7503771781921387,3547.893310546875,3547.61279296875,3568.178955078125,,,,,2021-12-14,0.001598358154296875,0.024658203125,,,山形県
JP-07,FUKUSHIMA,2021-11-17,,,,,,,,,,,,,9486,175,3,9308,2021-12-14,,,,,福島県
JP-07,FUKUSHIMA,2021-11-18,,,,,,,,,,,,,9486,176,1,9309,2021-12-14,,,1,0,福島県
JP-07,FUKUSHIMA,2021-11-19,,,,,,,,,,,,,9487,176,2,9309,2021-12-14,,,0,1,福島県
JP-07,FUKUSHIMA,2021-11-20,,,,,,,,,,,,,9487,176,2,9309,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-11-21,,,,,,,,,,,,,9487,176,2,9309,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-11-22,,,,,,,,,,,,,9487,176,2,9309,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-11-23,,,,,,,,,,,,,9487,176,2,9309,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-11-24,,,,,,,,,,,,,9487,176,2,9309,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-11-25,,,,,,,,,,,,,9487,176,2,9309,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-11-26,,,,,,,,,,,,,9487,176,2,9309,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-11-27,,,,,,,,,,,,,9487,176,2,9309,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-11-28,,,,,,,,,,,,,9487,176,2,9309,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-11-29,,,,,,,,,,,,,9487,176,1,9310,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-11-30,,,,,,,,,,,,,9487,176,1,9310,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-12-01,,,,,,,,,,,,,9487,176,1,9310,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-12-02,,,,,,,,,,,,,9487,176,1,9310,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-12-03,,,,,,,,,,,,,9487,176,1,9310,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-12-04,,,,,,,,,,,,,9488,176,2,9310,2021-12-14,,,0,1,福島県
JP-07,FUKUSHIMA,2021-12-05,,,,,,,,,,,,,9488,176,2,9310,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-12-06,,,,,,,,,,,,,9488,176,2,9310,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-12-07,,,,,,,,,,,,,9489,176,3,9310,2021-12-14,,,0,1,福島県
JP-07,FUKUSHIMA,2021-12-08,,,,,,,,,,,,,9489,176,3,9310,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-12-09,,,,,,,,,,,,,9493,176,7,9310,2021-12-14,,,0,4,福島県
JP-07,FUKUSHIMA,2021-12-10,,,,,,,,,,,,,9493,176,6,9311,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-12-11,,,,,,,,,,,,,9493,176,6,9311,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-12-12,,,,,,,,,,,,,9494,176,7,9311,2021-12-14,,,0,1,福島県
JP-07,FUKUSHIMA,2021-12-13,,,,,,,,,,,,,9494,176,6,9312,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-12-14,,,,,,,,,,,,,9494,176,6,9312,2021-12-14,,,0,0,福島県
JP-07,FUKUSHIMA,2021-12-15,9494,9494,9500.2109375,176.00440979003906,176.00326538085938,176.14680480957031,5.4955692291259766,5.4953770637512207,8.0268850326538086,9312.4990234375,9312.421875,9316.037109375,,,,,2021-12-14,0.0044097900390625,0,,,福島県
JP-07,FUKUSHIMA,2021-12-16,9494.00390625,9494,9504.58203125,176.00845336914062,176.00627136230469,176.25656127929688,5.0810198783874512,5.0806980133056641,9.54800796508789,9312.91015625,9312.7626953125,9318.771484375,,,,,2021-12-14,0.0040435791015625,0.00390625,,,福島県
JP-07,FUKUSHIMA,2021-12-17,9494.0087890625,9494,9508.109375,176.01220703125,176.00910949707031,176.35171508789062,4.7163105010986328,4.7158956527709961,10.650001525878906,9313.271484375,9313.0615234375,9321.091796875,,,,,2021-12-14,0.003753662109375,0.0048828125,,,福島県
JP-07,FUKUSHIMA,2021-12-18,9494.017578125,9494,9512.626953125,176.01571655273438,176.01177978515625,176.47846984863281,4.3739013671875,4.3734130859375,11.355246543884277,9313.61328125,9313.3466796875,9324.763671875,,,,,2021-12-14,0.003509521484375,0.0087890625,,,福島県
JP-07,FUKUSHIMA,2021-12-19,9494.0244140625,9494,9516.38671875,176.01901245117188,176.01431274414062,176.59237670898438,4.0062007904052734,4.0056681632995605,11.619486808776855,9313.98046875,9313.6630859375,9328.1328125,,,,,2021-12-14,0.0032958984375,0.0068359375,,,福島県
JP-07,FUKUSHIMA,2021-12-20,9494.0322265625,9494,9519.4951171875,176.02206420898438,176.01667785644531,176.69488525390625,3.65277361869812,3.6522178649902344,11.594503402709961,9314.3349609375,9313.97265625,9331.15234375,,,,,2021-12-14,0.0030517578125,0.0078125,,,福島県
JP-07,FUKUSHIMA,2021-12-21,9494.041015625,9494,9522.1044921875,176.02487182617188,176.01885986328125,176.7869873046875,3.3363573551177979,3.335792064666748,11.412162780761719,9314.66015625,9314.255859375,9333.853515625,,,,,2021-12-14,0.0028076171875,0.0087890625,,,福島県
JP-07,FUKUSHIMA,2021-12-22,9494.0498046875,9494,9524.40234375,176.02742004394531,176.02085876464844,176.8707275390625,3.0634973049163818,3.0629310607910156,11.157851219177246,9314.939453125,9314.4970703125,9336.3203125,,,,,2021-12-14,0.0025482177734375,0.0087890625,,,福島県
JP-07,FUKUSHIMA,2021-12-23,9494.05859375,9494,9526.7265625,176.02975463867188,176.02268981933594,176.95387268066406,2.8358805179595947,2.8353161811828613,10.892765998840332,9315.1708984375,9314.6953125,9338.81640625,,,,,2021-12-14,0.0023345947265625,0.0087890625,,,福島県
JP-07,FUKUSHIMA,2021-12-24,9494.068359375,9494,9528.994140625,176.03193664550781,176.02442932128906,177.03500366210938,2.6350319385528564,2.6344771385192871,10.591468811035156,9315.3759765625,9314.869140625,9341.2939453125,,,,,2021-12-14,0.0021820068359375,0.009765625,,,福島県
JP-07,FUKUSHIMA,2021-12-25,9494.0751953125,9494,9529.61328125,176.03399658203125,176.02609252929688,177.07394409179688,2.4455828666687012,2.4450454711914062,10.22930908203125,9315.568359375,9315.03515625,9342.2265625,,,,,2021-12-14,0.0020599365234375,0.0068359375,,,福島県
JP-07,FUKUSHIMA,2021-12-26,9494.083984375,9494,9530.048828125,176.03591918945312,176.02764892578125,177.11015319824219,2.2417850494384766,2.2412734031677246,9.7061128616333,9315.7763671875,9315.21875,9343.142578125,,,,,2021-12-14,0.001922607421875,0.0087890625,,,福島県
JP-07,FUKUSHIMA,2021-12-27,9494.08984375,9494,9530.271484375,176.03770446777344,176.02911376953125,177.140869140625,2.0463037490844727,2.04582142829895,9.13053035736084,9315.9775390625,9315.396484375,9343.908203125,,,,,2021-12-14,0.0017852783203125,0.005859375,,,福島県
JP-07,FUKUSHIMA,2021-12-28,9494.0966796875,9494,9530.11328125,176.03933715820312,176.03045654296875,177.16047668457031,1.8740338087081909,1.8735799789428711,8.5861873626708984,9316.16015625,9315.560546875,9344.2919921875,,,,,2021-12-14,0.0016326904296875,0.0068359375,,,福島県
JP-07,FUKUSHIMA,2021-12-29,9494.1044921875,9494,9529.8037109375,176.04081726074219,176.03167724609375,177.17404174804688,1.7242892980575562,1.7238619327545166,8.0864086151123047,9316.3193359375,9315.701171875,9344.4775390625,,,,,2021-12-14,0.0014801025390625,0.0078125,,,福島県
JP-07,FUKUSHIMA,2021-12-30,9494.1103515625,9494,9529.5439453125,176.04217529296875,176.03279113769531,177.18630981445312,1.5975767374038696,1.5971724987030029,7.6475391387939453,9316.44921875,9315.8154296875,9344.638671875,,,,,2021-12-14,0.0013580322265625,0.005859375,,,福島県
JP-07,FUKUSHIMA,2021-12-31,9494.1162109375,9494,9529.3017578125,176.04344177246094,176.03385925292969,177.19741821289062,1.4855015277862549,1.4851187467575073,7.2410917282104492,9316.5654296875,9315.9169921875,9344.787109375,,,,,2021-12-14,0.0012664794921875,0.005859375,,,福島県
JP-07,FUKUSHIMA,2022-01-01,9494.123046875,9494,9529.125,176.04463195800781,176.03485107421875,177.20954895019531,1.3794559240341187,1.3790946006774902,6.832664966583252,9316.6748046875,9316.0126953125,9345,,,,,2021-12-14,0.001190185546875,0.0068359375,,,福島県
JP-07,FUKUSHIMA,2022-01-02,9494.126953125,9494,9530.4384765625,176.04574584960938,176.03579711914062,177.26068115234375,1.2652398347854614,1.264901876449585,6.3527259826660156,9316.7919921875,9316.119140625,9346.740234375,,,,,2021-12-14,0.0011138916015625,0.00390625,,,福島県
JP-07,FUKUSHIMA,2022-01-03,9494.1328125,9494,9531.5556640625,176.04678344726562,176.03668212890625,177.30607604980469,1.1558808088302612,1.1555668115615845,5.8741989135742188,9316.90625,9316.2236328125,9348.29296875,,,,,2021-12-14,0.00103759765625,0.005859375,,,福島県
JP-07,FUKUSHIMA,2022-01-04,9494.1376953125,9494,9532.8583984375,176.04774475097656,176.03750610351562,177.35577392578125,1.0607818365097046,1.0604889392852783,5.4483771324157715,9317.0107421875,9316.318359375,9349.98828125,,,,,2021-12-14,0.0009613037109375,0.0048828125,,,福島県
JP-07,FUKUSHIMA,2022-01-05,9494.142578125,9494,9535.1806640625,176.04859924316406,176.03822326660156,177.42990112304688,0.97768199443817139,0.97740727663040161,5.0670108795166016,9317.1005859375,9316.400390625,9352.626953125,,,,,2021-12-14,0.0008544921875,0.0048828125,,,福島県
JP-07,FUKUSHIMA,2022-01-06,9494.1484375,9494,9537.14453125,176.04937744140625,176.03887939453125,177.49237060546875,0.90654367208480835,0.90628504753112793,4.7364950180053711,9317.17578125,9316.4677734375,9354.8564453125,,,,,2021-12-14,0.0007781982421875,0.005859375,,,福島県
JP-07,FUKUSHIMA,2022-01-07,9494.1513671875,9494,9540.6318359375,176.05010986328125,176.03950500488281,177.59318542480469,0.84351611137390137,0.84327077865600586,4.4363093376159668,9317.2412109375,9316.5283203125,9358.5400390625,,,,,2021-12-14,0.000732421875,0.0029296875,,,福島県
JP-07,FUKUSHIMA,2022-01-08,9494.15625,9494,9543.4482421875,176.05081176757812,176.04011535644531,177.67559814453125,0.78371834754943848,0.78348666429519653,4.1466188430786133,9317.3037109375,9316.583984375,9361.5595703125,,,,,2021-12-14,0.000701904296875,0.0048828125,,,福島県
JP-07,FUKUSHIMA,2022-01-09,9494.16015625,9494,9544.37109375,176.05146789550781,176.04067993164062,177.71063232421875,0.71925842761993408,0.71904361248016357,3.8282198905944824,9317.37109375,9316.6455078125,9362.7646484375,,,,,2021-12-14,0.0006561279296875,0.00390625,,,福島県
JP-07,FUKUSHIMA,2022-01-10,9494.162109375,9494,9545.6875,176.05207824707031,176.04119873046875,177.75514221191406,0.65767735242843628,0.65747886896133423,3.5184130668640137,9317.435546875,9316.7060546875,9364.3486328125,,,,,2021-12-14,0.0006103515625,0.001953125,,,福島県
JP-07,FUKUSHIMA,2022-01-11,9494.1669921875,9494,9546.5751953125,176.05264282226562,176.04168701171875,177.78662109375,0.604948878288269,0.60476481914520264,3.2515702247619629,9317.49609375,9316.76171875,9365.4853515625,,,,,2021-12-14,0.0005645751953125,0.0048828125,,,福島県
JP-08,IBARAKI,2021-11-17,,,,,,,,,,,,,24437,220,21,24196,2021-12-14,,,,,茨城県
JP-08,IBARAKI,2021-11-18,,,,,,,,,,,,,24439,220,20,24199,2021-12-14,,,0,2,茨城県
JP-08,IBARAKI,2021-11-19,,,,,,,,,,,,,24443,220,21,24202,2021-12-14,,,0,4,茨城県
JP-08,IBARAKI,2021-11-20,,,,,,,,,,,,,24443,220,20,24203,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-11-21,,,,,,,,,,,,,24446,220,19,24207,2021-12-14,,,0,3,茨城県
JP-08,IBARAKI,2021-11-22,,,,,,,,,,,,,24447,220,18,24209,2021-12-14,,,0,1,茨城県
JP-08,IBARAKI,2021-11-23,,,,,,,,,,,,,24447,220,15,24212,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-11-24,,,,,,,,,,,,,24447,220,12,24215,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-11-25,,,,,,,,,,,,,24447,220,10,24217,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-11-26,,,,,,,,,,,,,24448,220,6,24222,2021-12-14,,,0,1,茨城県
JP-08,IBARAKI,2021-11-27,,,,,,,,,,,,,24449,220,7,24222,2021-12-14,,,0,1,茨城県
JP-08,IBARAKI,2021-11-28,,,,,,,,,,,,,24449,220,6,24223,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-11-29,,,,,,,,,,,,,24449,220,4,24225,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-11-30,,,,,,,,,,,,,24449,220,3,24226,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-12-01,,,,,,,,,,,,,24449,220,0,24229,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-12-02,,,,,,,,,,,,,24449,220,0,24229,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-12-03,,,,,,,,,,,,,24449,220,0,24229,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-12-04,,,,,,,,,,,,,24449,220,0,24229,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-12-05,,,,,,,,,,,,,24449,220,0,24229,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-12-06,,,,,,,,,,,,,24449,220,0,24229,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-12-07,,,,,,,,,,,,,24450,220,1,24229,2021-12-14,,,0,1,茨城県
JP-08,IBARAKI,2021-12-08,,,,,,,,,,,,,24451,220,2,24229,2021-12-14,,,0,1,茨城県
JP-08,IBARAKI,2021-12-09,,,,,,,,,,,,,24455,220,5,24230,2021-12-14,,,0,4,茨城県
JP-08,IBARAKI,2021-12-10,,,,,,,,,,,,,24458,220,8,24230,2021-12-14,,,0,3,茨城県
JP-08,IBARAKI,2021-12-11,,,,,,,,,,,,,24458,220,8,24230,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-12-12,,,,,,,,,,,,,24463,220,13,24230,2021-12-14,,,0,5,茨城県
JP-08,IBARAKI,2021-12-13,,,,,,,,,,,,,24463,220,13,24230,2021-12-14,,,0,0,茨城県
JP-08,IBARAKI,2021-12-14,,,,,,,,,,,,,24465,220,14,24231,2021-12-14,,,0,2,茨城県
JP-08,IBARAKI,2021-12-15,24467.26953125,24467.06640625,24481.96875,220.00706481933594,220.00563049316406,220.16554260253906,14.398899078369141,14.398208618164062,20.889184951782227,24231.859375,24231.658203125,24239.619140625,,,,,2021-12-14,0.0070648193359375,2.26953125,,,茨城県
JP-08,IBARAKI,2021-12-16,24468.890625,24468.50390625,24497.646484375,220.01626586914062,220.0135498046875,220.32038879394531,14.625383377075195,14.624111175537109,27.199678421020508,24232.66015625,24232.275390625,24247.66015625,,,,,2021-12-14,0.0092010498046875,1.62109375,,,茨城県
JP-08,IBARAKI,2021-12-17,24469.875,24469.322265625,24510.900390625,220.02676391601562,220.02290344238281,220.45686340332031,14.755881309509277,14.754136085510254,32.929889678955078,24233.46484375,24232.91796875,24254.60546875,,,,,2021-12-14,0.010498046875,0.984375,,,茨城県
JP-08,IBARAKI,2021-12-18,24470.501953125,24469.802734375,24520.365234375,220.03742980957031,220.03251647949219,220.55772399902344,14.616703033447266,14.614618301391602,37.574893951416016,24234.29296875,24233.599609375,24259.12109375,,,,,2021-12-14,0.0106658935546875,0.626953125,,,茨城県
JP-08,IBARAKI,2021-12-19,24470.8828125,24470.048828125,24527.162109375,220.04786682128906,220.04202270507812,220.64115905761719,14.168177604675293,14.16588306427002,40.786426544189453,24235.35546875,24234.529296875,24262.859375,,,,,2021-12-14,0.01043701171875,0.380859375,,,茨城県
JP-08,IBARAKI,2021-12-20,24471.134765625,24470.1796875,24532.197265625,220.05763244628906,220.05093383789062,220.71340942382812,13.650606155395508,13.648192405700684,43.116744995117188,24236.484375,24235.5390625,24266.1328125,,,,,2021-12-14,0.009765625,0.251953125,,,茨城県
JP-08,IBARAKI,2021-12-21,24471.44140625,24470.37890625,24536.541015625,220.06640625,220.05894470214844,220.77641296386719,13.398850440979004,13.396306991577148,45.701091766357422,24237.541015625,24236.48828125,24268.95703125,,,,,2021-12-14,0.0087738037109375,0.306640625,,,茨城県
JP-08,IBARAKI,2021-12-22,24471.72265625,24470.560546875,24540.166015625,220.07402038574219,220.06587219238281,220.83283996582031,12.96796989440918,12.965360641479492,47.180244445800781,24238.408203125,24237.2578125,24271.42578125,,,,,2021-12-14,0.0076141357421875,0.28125,,,茨城県
JP-08,IBARAKI,2021-12-23,24471.94921875,24470.69921875,24542.98046875,220.0810546875,220.07229614257812,220.88017272949219,12.507387161254883,12.504758834838867,48.066459655761719,24239.068359375,24237.830078125,24273.20703125,,,,,2021-12-14,0.0070343017578125,0.2265625,,,茨城県
JP-08,IBARAKI,2021-12-24,24472.111328125,24470.779296875,24545.24609375,220.08790588378906,220.07859802246094,220.92333984375,12.086180686950684,12.08354377746582,48.675777435302734,24239.65234375,24238.33203125,24274.810546875,,,,,2021-12-14,0.0068511962890625,0.162109375,,,茨城県
